insert into produtos(id_producto,nombre,categoria,precio,stock) values
1100,Electronica Plus Mini 01100,Electronica,44.58,54
1101,Moda Pro Studio 01101,Moda,89.08,5
1102,Instrumentos musicales Home Ultra 01102,Instrumentos musicales,7.73,17
1103,Hogar Smart Eco 01103,Hogar,41.34,33
1104,Hogar Lite Home 01104,Hogar,23.08,96
1105,Deporte Eco Air 01105,Deporte,68.77,25
1106,Moda Ultra Mini 01106,Moda,19.28,104
1107,Informatica Plus Eco 01107,Informatica,13.85,37
1108,Electronica Ultra Max 01108,Electronica,13.02,42
1109,Moda Smart Nova 01109,Moda,40.67,43
1110,Hogar Lite Home 01110,Hogar,169.15,36
1111,Jardineria Studio Mini 01111,Jardineria,41.10,36
1112,Moda Core Ultra 01112,Moda,29.79,43
1113,Moda Home Ultra 01113,Moda,49.19,87
1114,Jardineria Lite Max 01114,Jardineria,52.78,13
1115,Informatica Nova Pro 01115,Informatica,28.73,35
1116,Libros Max Pro 01116,Libros,93.31,90
1117,Hogar Lite Studio 01117,Hogar,12.29,43
1118,Informatica Max Core 01118,Informatica,36.20,61
1119,Informatica Home Max 01119,Informatica,25.02,31
1120,Informatica Lite Lite 01120,Informatica,67.98,101
1121,Mascotas Studio Prime 01121,Mascotas,14.75,10
1122,Informatica Core Air 01122,Informatica,4.52,22
1123,Hogar Studio Mini 01123,Hogar,22.66,75
1124,Informatica Pro Home 01124,Informatica,14.20,93
1125,Juguetes Mini Ultra 01125,Juguetes,15.65,32
1126,Informatica Studio Max 01126,Informatica,4.26,44
1127,Libros Studio Nova 01127,Libros,35.45,35
1128,Electronica Prime Core 01128,Electronica,27.53,36
1129,Moda Home Mini 01129,Moda,32.94,102
1130,Electronica Pro Nova 01130,Electronica,22.92,37
1131,Hogar Plus Lite 01131,Hogar,33.19,61
1132,Deporte Max Core 01132,Deporte,108.02,38
1133,Hogar Home Smart 01133,Hogar,9.78,49
1134,Libros Nova Nova 01134,Libros,24.68,33
1135,Hogar Nova Studio 01135,Hogar,23.05,12
1136,Informatica Studio Ultra 01136,Informatica,126.63,28
1137,Informatica Lite Eco 01137,Informatica,24.90,7
1138,Electronica Lite Core 01138,Electronica,34.99,33
1139,Moda Studio Home 01139,Moda,11.31,34
1140,Libros Plus Air 01140,Libros,74.18,44
1141,Electronica Ultra Core 01141,Electronica,4.44,42
1142,Electronica Air Lite 01142,Electronica,30.83,48
1143,Moda Studio Pro 01143,Moda,33.84,13
1144,Moda Home Home 01144,Moda,18.09,33
1145,Informatica Smart Smart 01145,Informatica,143.50,21
1146,Hogar Home Plus 01146,Hogar,12.70,64
1147,Hogar Eco Air 01147,Hogar,25.18,44
1148,Moda Studio Max 01148,Moda,30.06,15
1149,Moda Nova Pro 01149,Moda,8.39,15
1150,Deporte Studio Max 01150,Deporte,5.54,77
1151,Instrumentos musicales Air Studio 01151,Instrumentos musicales,65.29,89
1152,Deporte Home Nova 01152,Deporte,21.30,35
1153,Electronica Air Studio 01153,Electronica,95.82,26
1154,Hogar Pro Core 01154,Hogar,13.54,107
1155,Informatica Plus Home 01155,Informatica,12.53,43
1156,Informatica Prime Mini 01156,Informatica,13.93,77
1157,Electronica Core Studio 01157,Electronica,13.50,109
1158,Electronica Mini Prime 01158,Electronica,12.70,20
1159,Juguetes Eco Max 01159,Juguetes,11.74,20
1160,Electronica Ultra Eco 01160,Electronica,187.24,32
1161,Instrumentos musicales Lite Core 01161,Instrumentos musicales,19.30,7
1162,Electronica Pro Pro 01162,Electronica,17.67,36
1163,Libros Core Prime 01163,Libros,17.69,58
1164,Libros Eco Pro 01164,Libros,6.92,93
1165,Jardineria Nova Prime 01165,Jardineria,12.73,44
1166,Electronica Core Prime 01166,Electronica,75.07,14
1167,Electronica Max Ultra 01167,Electronica,10.38,27
1168,Electronica Plus Studio 01168,Electronica,15.20,29
1169,Electronica Core Eco 01169,Electronica,30.64,23
1170,Informatica Plus Ultra 01170,Informatica,43.53,29
1171,Moda Smart Pro 01171,Moda,86.55,12
1172,Moda Prime Smart 01172,Moda,11.47,14
1173,Hogar Prime Studio 01173,Hogar,7.53,24
1174,Informatica Smart Air 01174,Informatica,73.53,37
1175,Instrumentos musicales Mini Studio 01175,Instrumentos musicales,187.80,23
1176,Electronica Eco Nova 01176,Electronica,30.09,44
1177,Electronica Eco Prime 01177,Electronica,22.31,43
1178,Electronica Pro Studio 01178,Electronica,141.58,34
1179,Jardineria Smart Ultra 01179,Jardineria,6.62,45
1180,Hogar Core Pro 01180,Hogar,22.43,96
1181,Moda Air Ultra 01181,Moda,10.48,41
1182,Jardineria Plus Home 01182,Jardineria,20.20,95
1183,Informatica Prime Air 01183,Informatica,44.95,82
1184,Jardineria Max Studio 01184,Jardineria,46.92,10
1185,Jardineria Air Core 01185,Jardineria,8.65,24
1186,Electronica Ultra Ultra 01186,Electronica,17.90,12
1187,Informatica Smart Mini 01187,Informatica,8.20,26
1188,Mascotas Eco Studio 01188,Mascotas,73.99,33
1189,Jardineria Mini Mini 01189,Jardineria,16.83,26
1190,Informatica Home Max 01190,Informatica,16.89,80
1191,Deporte Home Plus 01191,Deporte,191.09,48
1192,Hogar Smart Plus 01192,Hogar,13.14,101
1193,Informatica Pro Smart 01193,Informatica,20.42,24
1194,Informatica Max Studio 01194,Informatica,42.03,11
1195,Hogar Home Lite 01195,Hogar,35.32,12
1196,Electronica Lite Eco 01196,Electronica,19.42,42
1197,Instrumentos musicales Eco Nova 01197,Instrumentos musicales,22.80,39
1198,Informatica Home Smart 01198,Informatica,15.15,9
1199,Informatica Eco Air 01199,Informatica,15.02,108
1200,Informatica Air Mini 01200,Informatica,9.16,8
1201,Informatica Prime Max 01201,Informatica,39.86,101
1202,Moda Lite Lite 01202,Moda,34.23,38
1203,Deporte Core Studio 01203,Deporte,33.40,55
1204,Deporte Max Studio 01204,Deporte,51.25,40
1205,Informatica Max Nova 01205,Informatica,84.02,103
1206,Electronica Eco Nova 01206,Electronica,38.62,98
1207,Electronica Home Air 01207,Electronica,14.48,105
1208,Deporte Core Studio 01208,Deporte,61.61,8
1209,Moda Eco Mini 01209,Moda,64.79,5
1210,Juguetes Studio Prime 01210,Juguetes,19.57,37
1211,Moda Plus Eco 01211,Moda,14.56,32
1212,Hogar Nova Mini 01212,Hogar,45.55,34
1213,Electronica Home Studio 01213,Electronica,43.41,41
1214,Informatica Studio Lite 01214,Informatica,108.26,37
1215,Informatica Max Air 01215,Informatica,2.50,110
1216,Hogar Prime Plus 01216,Hogar,13.64,25
1217,Hogar Eco Eco 01217,Hogar,21.22,32
1218,Moda Core Lite 01218,Moda,50.96,11
1219,Instrumentos musicales Nova Core 01219,Instrumentos musicales,14.51,29
1220,Informatica Lite Nova 01220,Informatica,85.40,43
1221,Informatica Plus Max 01221,Informatica,80.10,5
1222,Juguetes Home Home 01222,Juguetes,34.45,86
1223,Informatica Mini Prime 01223,Informatica,24.24,79
1224,Moda Smart Nova 01224,Moda,98.98,73
1225,Electronica Max Air 01225,Electronica,7.19,33
1226,Jardineria Lite Nova 01226,Jardineria,43.24,32
1227,Electronica Lite Lite 01227,Electronica,53.40,74
1228,Informatica Mini Mini 01228,Informatica,29.09,5
1229,Electronica Ultra Lite 01229,Electronica,88.04,19
1230,Hogar Max Smart 01230,Hogar,11.76,11
1231,Jardineria Mini Home 01231,Jardineria,73.65,23
1232,Deporte Nova Home 01232,Deporte,73.79,24
1233,Hogar Eco Ultra 01233,Hogar,27.11,43
1234,Hogar Studio Eco 01234,Hogar,8.71,18
1235,Libros Eco Eco 01235,Libros,69.45,99
1236,Informatica Home Air 01236,Informatica,77.91,24
1237,Hogar Mini Eco 01237,Hogar,87.75,37
1238,Hogar Smart Studio 01238,Hogar,26.12,25
1239,Deporte Lite Ultra 01239,Deporte,10.67,92
1240,Informatica Core Core 01240,Informatica,26.15,93
1241,Instrumentos musicales Eco Max 01241,Instrumentos musicales,6.35,47
1242,Jardineria Home Ultra 01242,Jardineria,9.43,36
1243,Libros Lite Core 01243,Libros,3.46,73
1244,Moda Air Max 01244,Moda,22.22,75
1245,Instrumentos musicales Plus Plus 01245,Instrumentos musicales,70.01,42
1246,Electronica Plus Air 01246,Electronica,32.30,12
1247,Juguetes Mini Smart 01247,Juguetes,12.70,25
1248,Moda Max Prime 01248,Moda,155.59,15
1249,Electronica Air Lite 01249,Electronica,28.91,48
1250,Moda Prime Eco 01250,Moda,13.03,45
1251,Electronica Home Pro 01251,Electronica,17.17,34
1252,Deporte Eco Air 01252,Deporte,105.94,41
1253,Electronica Core Studio 01253,Electronica,48.56,35
1254,Libros Pro Eco 01254,Libros,52.19,40
1255,Electronica Plus Air 01255,Electronica,11.74,27
1256,Juguetes Prime Home 01256,Juguetes,33.58,28
1257,Libros Ultra Air 01257,Libros,11.14,32
1258,Juguetes Ultra Air 01258,Juguetes,11.48,93
1259,Informatica Lite Max 01259,Informatica,45.65,33
1260,Jardineria Air Core 01260,Jardineria,19.02,7
1261,Deporte Core Max 01261,Deporte,16.74,97
1262,Moda Max Mini 01262,Moda,58.67,27
1263,Deporte Eco Studio 01263,Deporte,35.90,58
1264,Electronica Pro Smart 01264,Electronica,17.73,28
1265,Informatica Eco Smart 01265,Informatica,8.30,7
1266,Moda Nova Air 01266,Moda,30.30,11
1267,Hogar Pro Air 01267,Hogar,19.53,34
1268,Libros Air Lite 01268,Libros,20.28,17
1269,Deporte Lite Plus 01269,Deporte,12.96,75
1270,Moda Max Max 01270,Moda,30.04,76
1271,Informatica Core Prime 01271,Informatica,9.84,16
1272,Hogar Prime Studio 01272,Hogar,34.23,11
1273,Deporte Pro Pro 01273,Deporte,3.42,32
1274,Deporte Lite Pro 01274,Deporte,71.51,89
1275,Moda Core Studio 01275,Moda,50.91,35
1276,Electronica Ultra Max 01276,Electronica,67.66,67
1277,Moda Lite Nova 01277,Moda,127.23,8
1278,Moda Max Mini 01278,Moda,96.04,15
1279,Informatica Studio Plus 01279,Informatica,22.96,22
1280,Electronica Plus Lite 01280,Electronica,15.29,37
1281,Hogar Studio Max 01281,Hogar,18.50,43
1282,Electronica Ultra Mini 01282,Electronica,60.40,9
1283,Moda Air Smart 01283,Moda,13.34,46
1284,Libros Max Lite 01284,Libros,22.87,25
1285,Juguetes Lite Core 01285,Juguetes,19.34,86
1286,Moda Smart Mini 01286,Moda,38.04,45
1287,Hogar Smart Core 01287,Hogar,53.54,41
1288,Electronica Eco Core 01288,Electronica,31.65,55
1289,Moda Core Pro 01289,Moda,24.34,41
1290,Moda Max Core 01290,Moda,6.90,42
1291,Hogar Core Prime 01291,Hogar,283.29,46
1292,Moda Nova Eco 01292,Moda,7.82,37
1293,Jardineria Home Prime 01293,Jardineria,21.88,86
1294,Electronica Home Core 01294,Electronica,22.25,28
1295,Informatica Smart Nova 01295,Informatica,131.13,44
1296,Informatica Mini Smart 01296,Informatica,29.54,36
1297,Informatica Core Air 01297,Informatica,15.96,27
1298,Instrumentos musicales Max Prime 01298,Instrumentos musicales,54.41,108
1299,Deporte Plus Prime 01299,Deporte,46.68,26
1300,Libros Nova Home 01300,Libros,94.64,112
1301,Hogar Eco Home 01301,Hogar,7.28,14
1302,Informatica Core Studio 01302,Informatica,70.14,37
1303,Moda Eco Studio 01303,Moda,27.61,27
1304,Hogar Lite Lite 01304,Hogar,11.03,39
1305,Electronica Prime Nova 01305,Electronica,19.32,100
1306,Hogar Mini Lite 01306,Hogar,14.95,53
1307,Deporte Max Studio 01307,Deporte,109.76,28
1308,Hogar Core Max 01308,Hogar,29.09,18
1309,Electronica Prime Smart 01309,Electronica,26.83,89
1310,Moda Prime Mini 01310,Moda,18.10,22
1311,Electronica Studio Ultra 01311,Electronica,16.64,9
1312,Electronica Core Air 01312,Electronica,23.09,54
1313,Informatica Smart Smart 01313,Informatica,20.54,89
1314,Deporte Studio Nova 01314,Deporte,15.99,42
1315,Libros Ultra Core 01315,Libros,51.39,27
1316,Juguetes Air Smart 01316,Juguetes,19.94,8
1317,Electronica Studio Core 01317,Electronica,5.41,28
1318,Hogar Core Studio 01318,Hogar,9.44,112
1319,Informatica Prime Prime 01319,Informatica,17.54,39
1320,Deporte Mini Pro 01320,Deporte,23.79,21
1321,Juguetes Max Mini 01321,Juguetes,27.93,32
1322,Informatica Max Studio 01322,Informatica,18.35,34
1323,Informatica Home Mini 01323,Informatica,9.48,49
1324,Moda Home Mini 01324,Moda,49.38,13
1325,Hogar Nova Smart 01325,Hogar,26.24,19
1326,Moda Home Pro 01326,Moda,50.69,8
1327,Juguetes Pro Lite 01327,Juguetes,11.81,93
1328,Electronica Prime Eco 01328,Electronica,43.13,36
1329,Hogar Smart Home 01329,Hogar,23.99,27
1330,Electronica Pro Ultra 01330,Electronica,4.91,97
1331,Instrumentos musicales Studio Max 01331,Instrumentos musicales,19.50,29
1332,Electronica Plus Prime 01332,Electronica,49.30,33
1333,Informatica Ultra Prime 01333,Informatica,4.25,24
1334,Informatica Mini Pro 01334,Informatica,7.14,64
1335,Jardineria Lite Core 01335,Jardineria,37.84,11
1336,Electronica Air Mini 01336,Electronica,7.70,33
1337,Informatica Air Air 01337,Informatica,36.92,23
1338,Electronica Studio Max 01338,Electronica,28.31,76
1339,Moda Air Studio 01339,Moda,8.38,38
1340,Moda Studio Smart 01340,Moda,20.60,29
1341,Informatica Max Mini 01341,Informatica,5.53,13
1342,Hogar Nova Studio 01342,Hogar,21.09,22
1343,Jardineria Nova Air 01343,Jardineria,53.67,32
1344,Informatica Mini Lite 01344,Informatica,43.62,18
1345,Libros Home Nova 01345,Libros,30.92,36
1346,Hogar Plus Plus 01346,Hogar,57.75,101
1347,Libros Eco Ultra 01347,Libros,26.53,32
1348,Electronica Core Max 01348,Electronica,72.63,84
1349,Electronica Pro Nova 01349,Electronica,38.49,5
1350,Moda Plus Eco 01350,Moda,149.29,43
1351,Electronica Air Lite 01351,Electronica,2.65,24
1352,Hogar Home Prime 01352,Hogar,20.44,86
1353,Hogar Prime Smart 01353,Hogar,11.21,43
1354,Electronica Air Smart 01354,Electronica,152.24,14
1355,Deporte Eco Smart 01355,Deporte,78.79,41
1356,Informatica Max Plus 01356,Informatica,41.01,26
1357,Informatica Mini Smart 01357,Informatica,31.79,43
1358,Electronica Plus Core 01358,Electronica,16.57,33
1359,Hogar Ultra Core 01359,Hogar,24.42,75
1360,Hogar Studio Nova 01360,Hogar,38.58,57
1361,Hogar Studio Ultra 01361,Hogar,59.33,56
1362,Informatica Home Air 01362,Informatica,65.24,20
1363,Moda Air Lite 01363,Moda,51.87,54
1364,Deporte Core Pro 01364,Deporte,47.02,16
1365,Electronica Smart Smart 01365,Electronica,101.44,31
1366,Deporte Air Ultra 01366,Deporte,72.55,62
1367,Moda Core Plus 01367,Moda,13.34,27
1368,Hogar Eco Plus 01368,Hogar,8.65,46
1369,Informatica Lite Prime 01369,Informatica,40.72,42
1370,Juguetes Air Prime 01370,Juguetes,59.85,41
1371,Deporte Prime Mini 01371,Deporte,102.49,16
1372,Informatica Air Nova 01372,Informatica,10.75,107
1373,Informatica Studio Smart 01373,Informatica,12.93,59
1374,Jardineria Nova Eco 01374,Jardineria,17.07,8
1375,Informatica Lite Air 01375,Informatica,30.54,21
1376,Hogar Smart Air 01376,Hogar,28.92,70
1377,Informatica Plus Eco 01377,Informatica,109.84,45
1378,Electronica Nova Max 01378,Electronica,16.72,42
1379,Informatica Nova Eco 01379,Informatica,36.59,21
1380,Electronica Prime Plus 01380,Electronica,28.27,19
1381,Deporte Pro Smart 01381,Deporte,15.10,13
1382,Electronica Lite Eco 01382,Electronica,13.73,44
1383,Hogar Smart Eco 01383,Hogar,86.61,43
1384,Mascotas Air Plus 01384,Mascotas,44.59,35
1385,Juguetes Smart Air 01385,Juguetes,24.65,54
1386,Informatica Prime Home 01386,Informatica,14.92,83
1387,Informatica Lite Eco 01387,Informatica,9.10,41
1388,Juguetes Core Lite 01388,Juguetes,63.48,44
1389,Electronica Pro Mini 01389,Electronica,62.58,11
1390,Hogar Studio Eco 01390,Hogar,57.71,5
1391,Hogar Plus Air 01391,Hogar,45.71,24
1392,Instrumentos musicales Ultra Lite 01392,Instrumentos musicales,85.10,5
1393,Electronica Home Smart 01393,Electronica,31.04,33
1394,Libros Plus Eco 01394,Libros,7.75,79
1395,Hogar Pro Air 01395,Hogar,52.76,95
1396,Jardineria Mini Eco 01396,Jardineria,23.27,58
1397,Libros Plus Eco 01397,Libros,101.21,10
1398,Juguetes Home Studio 01398,Juguetes,61.35,9
1399,Electronica Mini Lite 01399,Electronica,102.13,32
1400,Hogar Air Plus 01400,Hogar,29.75,76
1401,Jardineria Eco Max 01401,Jardineria,27.52,11
1402,Instrumentos musicales Smart Max 01402,Instrumentos musicales,6.72,23
1403,Juguetes Plus Mini 01403,Juguetes,31.69,37
1404,Electronica Home Max 01404,Electronica,17.08,107
1405,Hogar Prime Mini 01405,Hogar,30.21,15
1406,Electronica Air Studio 01406,Electronica,5.85,34
1407,Moda Pro Max 01407,Moda,19.12,37
1408,Electronica Lite Mini 01408,Electronica,21.85,14
1409,Hogar Air Prime 01409,Hogar,10.32,41
1410,Moda Max Max 01410,Moda,21.00,20
1411,Juguetes Air Max 01411,Juguetes,41.18,28
1412,Informatica Core Prime 01412,Informatica,33.51,28
1413,Hogar Eco Smart 01413,Hogar,25.59,43
1414,Electronica Air Pro 01414,Electronica,21.51,65
1415,Electronica Eco Nova 01415,Electronica,49.88,24
1416,Libros Smart Pro 01416,Libros,20.48,106
1417,Deporte Lite Ultra 01417,Deporte,19.85,93
1418,Electronica Home Max 01418,Electronica,103.39,35
1419,Libros Home Nova 01419,Libros,24.52,10
1420,Moda Lite Ultra 01420,Moda,16.09,24
1421,Electronica Plus Mini 01421,Electronica,17.73,5
1422,Moda Studio Smart 01422,Moda,5.42,35
1423,Electronica Ultra Mini 01423,Electronica,22.17,18
1424,Deporte Mini Air 01424,Deporte,19.57,93
1425,Electronica Pro Nova 01425,Electronica,6.22,39
1426,Hogar Max Mini 01426,Hogar,30.00,27
1427,Informatica Lite Plus 01427,Informatica,86.72,41
1428,Electronica Core Max 01428,Electronica,31.70,26
1429,Moda Air Nova 01429,Moda,70.43,42
1430,Moda Plus Pro 01430,Moda,21.90,22
1431,Instrumentos musicales Prime Ultra 01431,Instrumentos musicales,5.10,35
1432,Informatica Air Home 01432,Informatica,32.72,105
1433,Libros Lite Nova 01433,Libros,22.70,17
1434,Juguetes Plus Plus 01434,Juguetes,37.32,59
1435,Informatica Ultra Prime 01435,Informatica,8.87,12
1436,Libros Studio Max 01436,Libros,101.26,71
1437,Hogar Home Prime 01437,Hogar,16.87,88
1438,Electronica Ultra Core 01438,Electronica,61.71,5
1439,Informatica Air Pro 01439,Informatica,25.60,29
1440,Instrumentos musicales Home Studio 01440,Instrumentos musicales,7.46,38
1441,Informatica Smart Plus 01441,Informatica,24.30,19
1442,Informatica Max Ultra 01442,Informatica,16.39,25
1443,Electronica Lite Eco 01443,Electronica,10.01,30
1444,Hogar Eco Lite 01444,Hogar,9.90,47
1445,Libros Max Air 01445,Libros,31.91,103
1446,Electronica Mini Plus 01446,Electronica,71.27,91
1447,Moda Max Air 01447,Moda,5.13,33
1448,Moda Pro Lite 01448,Moda,143.56,35
1449,Moda Eco Eco 01449,Moda,67.08,54
1450,Electronica Home Max 01450,Electronica,9.81,21
1451,Deporte Max Eco 01451,Deporte,130.90,17
1452,Instrumentos musicales Max Eco 01452,Instrumentos musicales,24.28,47
1453,Electronica Home Plus 01453,Electronica,7.48,14
1454,Informatica Studio Lite 01454,Informatica,45.98,14
1455,Juguetes Plus Eco 01455,Juguetes,2.50,6
1456,Electronica Max Studio 01456,Electronica,15.16,16
1457,Electronica Studio Prime 01457,Electronica,13.90,80
1458,Moda Lite Nova 01458,Moda,27.81,40
1459,Informatica Prime Max 01459,Informatica,19.98,33
1460,Moda Eco Home 01460,Moda,38.07,14
1461,Electronica Pro Home 01461,Electronica,10.12,49
1462,Informatica Plus Home 01462,Informatica,166.88,60
1463,Libros Mini Home 01463,Libros,23.06,41
1464,Hogar Pro Mini 01464,Hogar,44.72,23
1465,Electronica Nova Nova 01465,Electronica,70.19,28
1466,Instrumentos musicales Home Studio 01466,Instrumentos musicales,98.20,35
1467,Moda Ultra Lite 01467,Moda,6.19,10
1468,Electronica Lite Mini 01468,Electronica,36.68,12
1469,Hogar Max Mini 01469,Hogar,31.69,85
1470,Libros Prime Studio 01470,Libros,36.91,8
1471,Libros Home Lite 01471,Libros,29.98,35
1472,Hogar Eco Plus 01472,Hogar,72.58,67
1473,Hogar Smart Pro 01473,Hogar,42.52,107
1474,Informatica Studio Max 01474,Informatica,15.51,18
1475,Hogar Eco Studio 01475,Hogar,121.38,113
1476,Deporte Studio Lite 01476,Deporte,68.63,7
1477,Hogar Air Mini 01477,Hogar,29.56,17
1478,Electronica Ultra Pro 01478,Electronica,20.69,80
1479,Juguetes Mini Home 01479,Juguetes,30.80,21
1480,Informatica Home Eco 01480,Informatica,23.84,18
1481,Electronica Prime Air 01481,Electronica,4.06,26
1482,Deporte Mini Core 01482,Deporte,35.63,23
1483,Informatica Prime Lite 01483,Informatica,44.57,19
1484,Hogar Prime Max 01484,Hogar,11.63,34
1485,Instrumentos musicales Nova Prime 01485,Instrumentos musicales,20.77,77
1486,Informatica Core Max 01486,Informatica,2.50,26
1487,Electronica Prime Lite 01487,Electronica,73.69,84
1488,Hogar Pro Lite 01488,Hogar,26.61,93
1489,Informatica Mini Nova 01489,Informatica,12.92,22
1490,Informatica Plus Core 01490,Informatica,15.44,58
1491,Deporte Plus Mini 01491,Deporte,13.25,37
1492,Deporte Studio Smart 01492,Deporte,69.80,37
1493,Informatica Max Nova 01493,Informatica,52.73,36
1494,Juguetes Core Lite 01494,Juguetes,23.02,32
1495,Hogar Max Pro 01495,Hogar,30.94,62
1496,Electronica Pro Eco 01496,Electronica,12.08,44
1497,Informatica Ultra Max 01497,Informatica,43.45,11
1498,Electronica Lite Smart 01498,Electronica,180.43,36
1499,Deporte Home Air 01499,Deporte,3.41,28
1500,Electronica Mini Mini 01500,Electronica,20.73,93
1501,Instrumentos musicales Pro Smart 01501,Instrumentos musicales,56.47,35
1502,Moda Core Studio 01502,Moda,28.98,78
1503,Electronica Prime Plus 01503,Electronica,11.73,27
1504,Informatica Mini Home 01504,Informatica,39.21,38
1505,Hogar Smart Plus 01505,Hogar,33.94,98
1506,Moda Nova Max 01506,Moda,34.06,43
1507,Hogar Lite Eco 01507,Hogar,21.29,45
1508,Hogar Plus Ultra 01508,Hogar,10.05,32
1509,Informatica Plus Home 01509,Informatica,65.51,43
1510,Mascotas Smart Plus 01510,Mascotas,83.49,54
1511,Moda Ultra Smart 01511,Moda,34.35,32
1512,Juguetes Nova Ultra 01512,Juguetes,40.00,33
1513,Moda Plus Mini 01513,Moda,56.12,33
1514,Informatica Air Nova 01514,Informatica,28.63,8
1515,Electronica Home Ultra 01515,Electronica,68.55,19
1516,Informatica Ultra Smart 01516,Informatica,19.85,89
1517,Electronica Home Home 01517,Electronica,12.95,34
1518,Mascotas Eco Home 01518,Mascotas,28.16,85
1519,Electronica Smart Eco 01519,Electronica,13.12,21
1520,Informatica Plus Max 01520,Informatica,6.68,34
1521,Libros Prime Lite 01521,Libros,10.14,7
1522,Jardineria Prime Plus 01522,Jardineria,25.04,95
1523,Libros Plus Max 01523,Libros,22.79,5
1524,Electronica Studio Max 01524,Electronica,16.53,33
1525,Deporte Studio Ultra 01525,Deporte,37.56,83
1526,Moda Mini Air 01526,Moda,10.16,14
1527,Informatica Pro Home 01527,Informatica,9.36,71
1528,Hogar Smart Eco 01528,Hogar,25.92,44
1529,Jardineria Mini Home 01529,Jardineria,10.86,14
1530,Jardineria Mini Lite 01530,Jardineria,178.51,33
1531,Moda Lite Pro 01531,Moda,99.75,45
1532,Electronica Pro Plus 01532,Electronica,24.83,38
1533,Instrumentos musicales Smart Lite 01533,Instrumentos musicales,15.26,108
1534,Electronica Nova Home 01534,Electronica,84.04,42
1535,Jardineria Plus Home 01535,Jardineria,13.50,54
1536,Electronica Core Plus 01536,Electronica,34.36,23
1537,Deporte Nova Lite 01537,Deporte,16.87,37
1538,Libros Smart Ultra 01538,Libros,81.41,72
1539,Juguetes Ultra Core 01539,Juguetes,10.92,82
1540,Moda Plus Nova 01540,Moda,60.76,115
1541,Moda Ultra Home 01541,Moda,125.31,111
1542,Instrumentos musicales Max Pro 01542,Instrumentos musicales,18.35,13
1543,Informatica Pro Home 01543,Informatica,6.40,46
1544,Libros Max Nova 01544,Libros,23.10,33
1545,Electronica Ultra Nova 01545,Electronica,26.49,5
1546,Deporte Prime Core 01546,Deporte,35.85,39
1547,Informatica Mini Plus 01547,Informatica,3.67,5
1548,Electronica Max Home 01548,Electronica,364.39,110
1549,Juguetes Prime Max 01549,Juguetes,39.55,48
1550,Informatica Mini Eco 01550,Informatica,62.02,98
1551,Electronica Studio Lite 01551,Electronica,27.82,11
1552,Electronica Nova Ultra 01552,Electronica,16.80,22
1553,Electronica Studio Plus 01553,Electronica,86.53,34
1554,Deporte Lite Nova 01554,Deporte,169.06,15
1555,Libros Eco Home 01555,Libros,65.66,61
1556,Informatica Lite Home 01556,Informatica,25.26,86
1557,Juguetes Lite Plus 01557,Juguetes,46.45,6
1558,Informatica Smart Lite 01558,Informatica,19.19,36
1559,Juguetes Ultra Prime 01559,Juguetes,10.91,42
1560,Informatica Pro Nova 01560,Informatica,29.16,20
1561,Electronica Air Smart 01561,Electronica,12.95,34
1562,Informatica Pro Max 01562,Informatica,28.65,110
1563,Moda Air Pro 01563,Moda,35.74,26
1564,Instrumentos musicales Prime Prime 01564,Instrumentos musicales,14.03,24
1565,Libros Max Prime 01565,Libros,38.75,27
1566,Juguetes Home Studio 01566,Juguetes,59.37,30
1567,Deporte Smart Air 01567,Deporte,29.26,45
1568,Moda Lite Studio 01568,Moda,31.75,13
1569,Moda Mini Air 01569,Moda,52.71,39
1570,Hogar Core Prime 01570,Hogar,45.89,17
1571,Hogar Max Ultra 01571,Hogar,34.07,13
1572,Libros Ultra Pro 01572,Libros,30.15,32
1573,Moda Home Mini 01573,Moda,20.35,100
1574,Moda Ultra Studio 01574,Moda,70.85,98
1575,Deporte Pro Smart 01575,Deporte,172.52,21
1576,Electronica Studio Prime 01576,Electronica,13.61,78
1577,Informatica Lite Lite 01577,Informatica,13.95,44
1578,Informatica Lite Pro 01578,Informatica,16.69,12
1579,Instrumentos musicales Pro Core 01579,Instrumentos musicales,22.07,42
1580,Libros Prime Core 01580,Libros,6.15,16
1581,Juguetes Mini Plus 01581,Juguetes,41.19,32
1582,Libros Mini Nova 01582,Libros,52.75,18
1583,Electronica Mini Plus 01583,Electronica,3.99,28
1584,Electronica Plus Smart 01584,Electronica,19.54,16
1585,Moda Prime Ultra 01585,Moda,13.64,8
1586,Informatica Smart Air 01586,Informatica,19.62,30
1587,Electronica Ultra Prime 01587,Electronica,39.82,29
1588,Electronica Smart Lite 01588,Electronica,22.57,20
1589,Libros Prime Nova 01589,Libros,33.90,24
1590,Electronica Nova Mini 01590,Electronica,21.50,20
1591,Hogar Nova Lite 01591,Hogar,54.04,22
1592,Deporte Home Ultra 01592,Deporte,9.67,81
1593,Instrumentos musicales Smart Max 01593,Instrumentos musicales,152.72,26
1594,Mascotas Nova Core 01594,Mascotas,34.94,15
1595,Deporte Studio Max 01595,Deporte,17.39,37
1596,Hogar Air Air 01596,Hogar,20.26,36
1597,Hogar Smart Prime 01597,Hogar,18.29,30
1598,Hogar Lite Lite 01598,Hogar,93.50,89
1599,Hogar Pro Eco 01599,Hogar,29.42,10
1600,Hogar Mini Studio 01600,Hogar,15.77,35
1601,Moda Mini Studio 01601,Moda,21.22,38
