id_producto,id_proveedor,precio_compra
2142,1,7.42
2142,2,8.13
2142,30,6.09
2143,40,53.96
2143,441,59.10
2143,1,41.52
2144,114,50.14
2145,189,86.26
2146,44,10.60
2146,268,12.92
2147,18,11.90
2148,2,9.30
2149,162,74.38
2149,133,90.66
2149,266,78.59
2149,10,68.21
2149,317,65.87
2150,66,4.38
2150,455,6.02
2150,106,5.16
2150,77,5.91
2150,24,6.05
2151,138,27.57
2151,404,19.76
2152,1,17.31
2152,2,17.61
2153,1,4.98
2153,346,6.42
2154,22,23.84
2155,10,11.72
2155,82,10.97
2155,3,11.72
2156,12,11.71
2157,16,19.23
2157,3,17.05
2158,2,21.32
2158,108,28.03
2159,319,8.83
2159,7,13.55
2160,1,42.52
2160,4,42.54
2160,5,52.30
2161,8,6.07
2161,5,6.09
2162,1,36.79
2162,2,42.27
2163,73,63.82
2163,59,58.61
2163,4,67.82
2163,7,73.23
2164,1,15.25
2165,452,24.53
2166,1,29.96
2166,301,21.33
2167,306,1.66
2168,1,45.11
2168,11,37.47
2168,4,32.34
2168,12,35.82
2169,16,4.07
2170,1,57.03
2170,161,45.85
2171,5,3.31
2172,1,142.29
2173,1,36.10
2173,7,27.88
2174,2,3.84
2174,5,4.14
2175,2,17.02
2175,3,19.85
2175,29,25.34
2176,9,8.49
2176,1,13.21
2177,75,7.42
2177,253,7.13
2178,12,72.33
2179,280,43.70
2179,12,39.73
2180,196,13.28
2181,1,6.92
2181,2,6.47
2181,7,7.97
2181,50,10.64
2181,24,10.72
2182,1,50.43
2183,1,16.11
2183,12,20.27
2184,1,29.22
2184,3,23.50
2184,52,22.30
2185,33,31.25
2185,2,39.22
2185,4,31.35
2186,1,18.64
2186,2,13.96
2186,4,21.49
2186,112,20.49
2186,52,19.22
2187,10,20.91
2188,497,13.41
2189,1,11.22
2189,15,14.30
2190,49,26.15
2190,12,24.85
2191,1,34.05
2191,3,24.36
2191,15,30.64
2191,26,30.17
2191,93,30.01
2192,2,27.45
2192,11,29.55
2193,71,23.13
2194,9,12.53
2195,2,148.98
2196,1,18.97
2197,1,14.04
2197,68,16.21
2198,1,26.45
2198,3,18.26
2199,1,43.92
2199,42,42.08
2199,9,34.15
2200,1,16.68
2201,96,11.58
2201,24,13.22
2201,7,8.13
2202,10,16.04
2202,3,11.37
2203,1,57.09
2203,15,79.55
2204,480,32.55
2205,2,3.84
2205,15,4.74
2206,121,13.24
2206,2,9.71
2207,1,33.69
2207,262,34.22
2208,1,5.73
2208,190,6.08
2209,1,111.82
2210,48,44.86
2210,461,43.81
2211,1,23.80
2211,2,21.50
2211,4,31.99
2211,10,29.60
2211,13,24.99
2212,24,16.37
2212,1,25.56
2212,4,18.32
2213,1,25.78
2213,3,33.56
2213,12,38.23
2214,33,8.44
2214,34,8.01
2215,40,25.24
2216,88,32.64
2216,1,37.92
2217,2,7.04
2217,125,10.33
2218,389,42.22
2218,7,42.81
2219,1,185.64
2219,182,193.46
2220,33,9.51
2221,7,11.91
2222,471,21.91
2223,146,6.21
2224,267,54.32
2224,4,55.03
2225,2,6.10
2225,4,7.75
2226,2,6.81
2227,11,79.05
2227,29,78.43
2228,196,11.49
2229,427,46.35
2230,1,50.86
2230,4,51.12
2231,1,3.75
2232,92,2.72
2232,70,3.65
2233,1,30.31
2234,1,43.10
2234,2,27.66
2234,3,36.58
2234,70,37.50
2234,137,34.62
2235,2,1.88
2236,280,6.01
2236,4,6.32
2237,36,3.44
2237,6,2.11
2238,3,11.86
2238,68,11.76
2238,5,13.70
2238,6,10.43
2238,7,12.42
2239,1,19.65
2239,19,18.83
2240,10,8.82
2241,2,49.63
2241,4,40.55
2242,8,19.43
2242,1,21.17
2243,275,33.07
2244,1,13.30
2244,3,15.41
2244,229,13.55
2244,104,15.50
2244,87,16.81
2245,2,19.71
2245,14,18.69
2246,5,20.56
2247,1,6.26
2247,129,4.64
2247,2,5.26
2247,178,7.34
2247,28,6.88
2248,162,12.20
2248,2,12.28
2248,10,13.37
2248,7,9.16
2249,1,6.24
2250,1,17.85
2250,27,13.14
2250,5,12.05
2251,483,50.33
2252,1,104.38
2252,147,166.02
2253,9,17.36
2253,2,15.96
2254,100,10.88
2255,3,45.37
2255,158,55.35
2255,127,56.93
2256,1,12.04
2256,66,8.12
2256,485,7.93
2256,6,10.10
2256,16,12.83
2257,2,17.58
2257,99,21.03
2257,104,20.89
2257,8,23.13
2257,57,17.29
2258,1,20.76
2258,5,25.14
2259,42,18.55
2260,2,6.94
2260,7,6.24
2260,168,5.06
2260,71,5.17
2260,221,6.30
2261,201,6.64
2262,1,14.82
2262,65,22.01
2262,3,19.22
2262,8,16.95
2262,24,24.08
2263,2,40.88
2263,3,40.47
2263,4,30.23
2263,5,31.29
2263,16,27.81
2264,1,102.94
2264,2,105.99
2265,1,16.80
2265,3,18.10
2266,10,23.83
2267,17,34.56
2267,3,24.45
2268,7,38.79
2269,9,11.76
2269,3,8.74
2270,2,11.77
2271,213,20.21
2272,70,34.10
2272,6,28.42
2273,76,41.36
2274,165,5.52
2275,6,4.00
2276,1,69.19
2276,4,99.64
2277,67,8.30
2278,8,5.97
2278,1,6.97
2278,3,8.42
2279,2,14.67
2279,195,12.41
2280,1,9.32
2280,4,13.51
2281,52,5.62
2282,220,10.02
2283,9,63.99
2283,2,55.28
2283,5,55.32
2284,1,29.12
2284,2,33.78
2285,1,13.64
2285,2,11.03
2285,77,11.81
2285,14,15.73
2285,146,17.18
2286,1,19.94
2287,1,5.65
2287,6,5.10
2288,3,15.56
2289,497,13.50
2289,3,12.17
2290,18,7.00
2290,4,9.88
2290,12,7.95
2291,1,189.30
2292,7,10.81
2293,32,65.79
2294,3,37.39
2294,5,27.97
2295,3,61.45
2296,10,5.08
2296,3,6.09
2297,10,7.02
2297,35,9.56
2298,81,25.52
2298,4,28.90
2299,22,4.13
2300,6,47.94
2301,21,43.71
2302,3,15.49
2302,60,13.25
2302,6,19.90
2302,39,20.83
2303,5,67.33
2304,1,67.69
2304,3,43.08
2304,6,45.97
2305,26,15.63
2305,5,15.92
2306,18,37.42
2307,1,38.26
2308,1,71.27
2308,7,59.03
2309,110,5.88
2309,310,6.42
2310,1,29.92
2311,24,71.14
2311,1,93.98
2311,139,95.76
2312,9,9.93
2312,3,12.07
2313,1,105.77
2313,84,134.36
2313,76,94.06
2314,1,13.95
2314,2,11.78
2315,1,39.62
2315,14,44.71
2316,2,8.07
2317,104,6.35
2318,2,28.68
2318,3,35.08
2319,1,26.33
2319,2,28.17
2319,4,23.75
2319,5,22.65
2320,429,5.95
2321,256,22.55
2321,1,21.04
2321,26,14.89
2322,1,119.08
2322,2,125.52
2322,91,118.56
2323,496,16.86
2324,4,10.81
2325,1,13.44
2325,6,12.65
2326,5,10.95
2327,2,9.12
2328,1,10.14
2328,3,8.03
2328,196,7.56
2329,1,46.02
2329,15,44.77
2329,14,43.01
2329,33,55.68
2330,25,10.21
2330,6,14.14
2331,1,28.17
2331,2,32.73
2331,307,32.42
2331,12,24.34
2332,2,21.36
2333,10,23.68
2333,3,23.71
2334,5,40.40
2334,341,29.73
2335,1,4.86
2335,3,4.67
2336,3,8.85
2337,12,53.20
2337,6,38.22
2338,65,5.91
2339,3,52.00
2340,24,13.23
2340,2,13.99
2341,9,7.87
2341,2,7.43
2342,19,16.57
2342,3,20.60
2342,45,20.15
2342,6,23.01
2343,5,37.85
2344,2,5.26
2344,7,4.74
2345,1,28.20
2345,5,30.17
2345,79,35.12
2346,1,41.41
2347,1,7.44
2348,40,15.55
2348,3,23.12
2348,23,16.38
2349,1,26.43
2349,2,29.80
2349,166,30.23
2349,12,29.08
2349,180,35.47
2350,66,30.18
2350,132,23.05
2351,1,36.72
2351,6,42.26
2352,2,6.51
2352,13,8.08
2353,32,39.56
2353,9,37.02
2353,3,45.20
2353,12,40.49
2354,1,31.22
2355,1,8.46
2355,2,12.41
2355,4,11.15
2355,5,13.21
2355,428,9.46
2356,1,41.22
2356,2,46.79
2356,6,38.07
2356,10,47.74
2356,30,45.53
2357,3,18.38
2358,8,38.21
2359,1,24.60
2359,2,33.18
2359,19,32.97
2360,3,12.48
2361,10,22.31
2362,1,250.30
2362,2,176.18
2363,1,28.40
2363,2,37.59
2363,9,34.58
2363,12,38.05
2363,26,32.67
2364,1,10.41
2364,3,10.26
2365,6,19.98
2366,1,9.16
2366,2,6.28
2367,2,16.98
2367,18,16.93
2367,117,17.02
2367,98,16.50
2368,1,30.28
2369,2,7.56
2369,12,5.90
2369,52,7.70
2369,5,7.65
2370,6,18.29
2371,8,8.38
2371,1,11.01
2372,1,13.53
2373,1,26.18
2373,5,25.63
2374,3,16.53
2375,8,10.37
2375,20,10.73
2376,34,48.91
2377,94,4.42
2378,25,42.65
2379,28,4.01
2379,397,3.82
2379,182,4.35
2380,8,16.03
2380,26,19.57
2381,2,19.45
2382,442,19.51
2382,2,16.14
2383,1,10.15
2383,2,9.01
2384,5,26.01
2385,98,18.88
2386,1,4.92
2386,3,4.02
2387,19,13.85
2387,6,13.46
2388,16,17.27
2388,1,24.62
2388,11,20.85
2388,196,17.35
2389,3,7.31
2390,269,67.90
2391,5,49.75
2392,1,15.58
2393,9,61.67
2393,11,57.25
2393,12,40.06
2393,4,62.72
2394,1,18.30
2394,2,17.81
2394,7,25.42
2394,118,17.72
2394,27,19.51
2395,476,12.39
2395,28,12.29
2396,188,39.56
2397,51,1.83
2397,102,2.15
2398,2,28.39
2399,244,21.12
2399,7,32.20
2400,167,13.38
2401,33,21.90
2402,1,11.20
2402,2,10.02
2402,38,8.86
2403,1,14.07
2403,142,11.35
2404,181,8.29
2405,5,16.17
2406,394,42.41
2406,44,34.92
2407,32,3.12
2407,2,4.41
2407,3,3.35
2407,68,3.86
2407,25,4.40
2408,24,8.30
2409,24,29.01
2409,1,32.57
2409,19,40.57
2410,1,13.57
2411,113,49.56
2411,69,40.03
2411,1,41.20
2412,1,55.95
2412,15,61.12
2413,1,17.20
2413,27,15.67
2413,268,16.56
2414,3,24.06
2415,1,3.03
2415,75,3.07
2415,20,3.48
2416,4,109.00
2416,30,83.54
2417,2,33.67
2417,5,38.86
2418,2,15.47
2419,1,16.57
2420,426,8.27
2421,156,3.84
2421,61,3.78
2422,6,60.13
2423,1,30.60
2423,11,35.70
2424,6,24.41
2425,2,13.83
2426,4,14.30
2427,48,8.13
2427,133,9.74
2428,456,6.69
2428,141,7.79
2428,190,7.84
2429,11,8.89
2429,244,6.58
2430,124,18.45
2431,7,17.68
2432,1,14.28
2433,1,15.20
2434,93,45.36
2435,81,52.59
2436,3,29.21
2436,23,22.71
2437,1,4.55
2438,1,2.91
2438,36,2.05
2438,28,3.10
2439,4,47.09
2439,85,41.17
2440,6,8.35
2441,1,42.95
2441,284,35.01
2441,132,43.36
2442,1,83.66
2443,83,28.65
2444,1,9.84
2444,10,12.94
2444,6,13.44
2445,1,39.20
2445,2,31.86
2445,3,33.18
2446,452,6.13
2446,8,7.61
2446,10,7.54
2446,24,6.55
2446,313,7.58
2447,66,73.74
2447,12,97.65
2448,2,13.42
2448,267,21.26
2449,1,12.01
2450,33,21.11
2450,2,28.21
2450,51,29.79
2450,372,24.22
2451,40,43.72
2451,129,29.28
2452,129,19.31
2452,4,11.56
2453,1,32.97
2454,89,10.35
2454,2,10.44
2455,1,6.51
2456,12,18.60
2456,237,19.87
2457,7,15.99
2458,1,7.19
2459,1,144.94
2459,5,117.63
2460,33,8.05
2460,182,8.08
2461,1,30.72
2461,3,29.07
2461,38,24.19
2461,7,31.14
2461,91,26.79
2462,2,17.76
2462,59,17.37
2463,5,15.21
2464,10,32.74
2464,5,34.84
2465,1,12.49
2466,11,15.06
2467,1,19.15
2468,5,7.47
2469,160,18.66
2469,4,19.55
2470,1,7.55
2471,1,23.14
2471,11,25.23
2472,3,21.60
2473,1,64.23
2473,3,60.25
2474,1,15.05
2474,3,14.42
2474,457,13.92
2474,11,15.42
2474,81,14.79
2475,3,7.09
2475,43,4.63
2476,3,21.97
2476,7,19.23
2477,16,17.67
2477,2,21.75
2477,92,19.46
2478,1,28.18
2478,3,23.23
2479,1,76.62
2479,2,66.70
2480,1,18.13
2480,390,24.60
2481,43,37.63
2481,4,27.94
2482,8,47.21
2483,63,9.48
2484,2,25.54
2484,85,30.46
2485,2,26.87
2486,97,16.71
2486,1,17.49
2486,179,19.39
2486,51,17.50
2486,27,18.24
2487,4,61.90
2488,24,25.42
2488,199,24.89
2489,1,5.91
2489,25,8.61
2489,39,6.48
2490,4,31.84
2491,1,26.62
2491,9,26.23
2492,84,31.33
2493,22,44.51
2494,87,15.02
2495,40,16.80
2496,1,5.71
2497,1,10.17
2497,12,9.23
2497,44,8.77
2497,21,10.01
2497,30,7.97
2498,16,4.38
2498,25,4.76
2499,80,34.16
2499,41,30.26
2499,2,28.92
2500,19,10.72
2500,5,15.13
2501,8,22.03
2501,1,18.82
2501,2,17.97
2502,2,23.53
2502,201,28.74
2502,236,34.45
2502,13,27.71
2502,14,30.99
2503,1,1.74
2504,8,130.54
2504,1,87.99
2505,4,8.43
2505,22,8.62
2506,1,29.93
2506,9,23.70
2507,1,31.81
2507,2,37.48
2507,3,43.49
2507,140,41.89
2508,323,12.23
2508,358,13.18
2508,13,13.29
2508,15,13.04
2508,23,13.34
2509,5,52.25
2510,1,20.26
2510,3,17.15
2510,43,12.74
2510,230,14.22
2511,1,23.73
2511,4,31.68
2512,26,21.32
2513,1,33.46
2514,17,105.13
2515,5,40.54
2515,6,33.29
2516,19,10.28
2516,14,9.56
2517,2,18.07
2518,10,20.50
2518,3,19.42
2519,1,24.52
2519,271,17.29
2520,1,11.17
2521,1,74.99
2521,2,87.49
2521,3,72.53
2521,34,104.71
2521,218,78.52
2522,125,19.02
2522,7,24.14
2523,107,20.97
2524,1,62.13
2524,51,73.70
2524,4,66.96
2525,11,18.19
2526,1,34.72
2526,2,31.91
2527,1,14.31
2527,23,17.40
2528,200,56.73
2528,18,64.62
2529,1,29.29
2529,15,26.32
2530,217,14.03
2530,47,10.19
2531,43,16.72
2532,2,7.43
2532,6,8.00
2533,1,29.74
2533,11,30.56
2533,4,21.39
2534,1,11.51
2534,2,13.29
2534,5,14.28
2534,9,11.63
2534,23,13.79
2535,32,6.12
2535,2,9.18
2536,259,3.44
2537,3,44.41
2537,6,40.60
2537,286,38.13
2538,1,19.60
2538,84,17.51
2538,206,17.04
2539,1,9.51
2539,4,8.71
2540,325,21.74
2540,13,21.36
2540,7,17.18
2541,48,21.10
2541,1,32.97
2541,229,24.15
2542,2,33.88
2543,1,31.07
2543,18,39.85
2543,11,28.37
2543,4,30.61
2544,311,24.71
2545,1,10.83
2545,4,8.68
2546,52,4.52
2547,1,28.22
2547,6,45.45
2548,8,19.35
2548,90,25.10
2548,28,27.79
2549,1,8.85
2549,59,8.22
2550,6,4.99
2551,1,33.75
2551,260,21.96
2552,1,19.44
2553,144,15.44
2553,4,13.63
2554,1,20.66
2554,4,24.60
2555,26,66.44
2556,1,13.73
2557,1,14.45
2557,2,13.69
2557,425,17.64
2557,22,11.11
2557,60,15.26
2558,8,30.38
2558,1,25.87
2558,332,37.18
2558,5,26.55
2559,1,33.15
2559,11,29.48
2559,341,34.79
2559,39,26.48
2560,11,17.58
2561,2,39.85
2561,99,34.70
2562,394,20.24
2563,1,1.57
2563,4,1.53
2564,2,13.06
2565,1,143.29
2565,2,107.37
2566,1,4.17
2566,2,4.22
2566,252,5.79
2567,1,40.85
2567,2,46.97
2568,1,14.28
2568,3,10.18
2568,35,12.32
2568,13,12.63
2568,18,12.07
2569,221,7.24
2569,5,7.43
2569,13,6.37
2570,3,15.02
2571,1,2.51
2571,5,2.92
2572,1,33.78
2573,207,25.04
2574,1,12.61
2575,2,12.23
2576,1,38.58
2576,87,41.25
2577,86,7.21
2577,14,4.82
2578,265,2.01
2579,1,40.46
2579,125,24.99
2579,25,29.68
2579,30,28.55
2580,1,48.91
2580,279,48.48
2581,1,17.70
2581,3,22.68
2581,4,19.27
2582,264,18.85
2583,9,33.09
2584,6,4.36
2585,33,25.33
2585,1,26.43
2585,3,24.92
2585,5,23.48
2585,47,24.61
2586,1,10.84
2587,10,47.49
2588,1,15.36
2588,3,13.30
2589,64,36.93
2589,1,35.54
2589,5,35.39
2590,1,24.32
2591,5,8.40
2592,3,23.42
2592,21,31.01
2593,129,11.12
2593,3,13.78
2594,19,36.14
2595,1,25.29
2595,3,21.67
2596,11,12.17
2596,4,12.27
2597,54,80.50
2597,1,68.83
2597,2,72.75
2597,6,53.92
2598,2,4.37
2598,21,2.95
2599,1,229.94
2599,20,189.97
2600,1,10.86
2601,208,9.04
2601,134,9.13
2602,3,130.70
2603,1,14.56
2603,18,16.20
2603,2,22.27
2604,1,31.78
2604,2,33.03
2604,12,41.38
2605,181,8.00
2606,1,3.38
2607,233,18.48
2608,23,20.63
2609,247,9.16
2610,8,10.73
2610,3,12.68
2611,2,60.71
2611,3,43.10
2612,8,7.08
2612,1,6.39
2612,10,5.51
2612,3,8.61
2613,280,27.36
2613,10,26.61
2614,1,3.59
2614,4,4.43
2614,38,5.44
2614,6,3.50
2614,19,4.98
2615,24,27.46
2615,2,31.79
2616,15,9.66
2617,1,35.02
2617,2,30.80
2618,5,23.31
2619,1,13.10
2619,164,14.77
2620,1,13.33
2621,1,65.87
2621,26,80.72
2621,19,71.55
2622,1,27.17
2623,290,14.92
2623,63,14.17
2624,106,25.59
2624,3,28.17
2625,1,8.72
2625,7,11.80
2626,1,31.11
2626,2,22.85
2626,3,23.42
2626,5,19.26
2626,6,19.25
2627,1,79.62
2627,14,68.92
2628,2,12.60
2629,173,39.92
2630,4,26.52
2631,9,71.94
2632,105,11.72
2632,86,11.39
2632,30,12.14
2632,7,9.78
2633,43,14.06
2633,398,12.94
2634,1,86.03
2635,1,62.50
2635,5,50.83
2636,1,16.58
2636,35,25.21
2636,6,23.92
2636,26,22.61
2636,125,24.15
2637,5,34.20
2637,54,39.84
2638,70,8.78
2639,1,46.25
2639,9,38.58
2640,9,19.46
2641,3,23.42
2641,60,24.11
2641,118,26.65
2642,19,7.02
2642,4,8.22
2643,25,21.42
2644,25,9.29
2644,14,11.40
2645,17,26.61
2646,1,31.39
2646,4,27.48
2646,358,23.56
2647,4,35.72
2648,1,27.30
2648,2,35.90
2648,3,26.52
2648,13,23.35
2648,18,27.52
2649,267,8.72
2650,2,17.52
2651,9,11.00
2651,70,10.91
2652,1,13.99
2652,6,16.63
2652,7,16.54
2653,32,69.23
2653,1,51.99
2654,170,10.40
2655,1,11.38
2655,2,13.02
2655,3,11.31
2656,5,9.06
2657,341,23.71
2657,6,29.56
2658,4,24.96
2659,40,3.30
2659,2,3.45
2659,326,2.91
2659,7,3.76
2660,27,6.27
2660,6,4.26
2661,1,16.77
2661,3,15.44
2661,15,13.50
2662,3,27.25
2662,11,19.06
2663,1,20.92
2663,198,32.82
2664,1,53.15
2664,4,45.93
2664,5,42.90
2664,7,52.77
2665,1,11.61
2665,11,19.05
2665,17,12.90
2666,49,21.64
2666,2,18.79
2667,496,25.58
2667,46,27.17
2668,5,16.73
2668,45,17.18
2669,11,37.03
2669,244,28.58
2670,8,11.46
2670,389,9.50
2671,1,6.84
2671,19,5.92
2672,1,17.94
2672,2,15.38
2672,29,13.72
2673,1,11.78
2673,66,10.09
2674,86,16.25
2674,38,17.39
2675,1,24.80
2675,2,35.07
2676,1,12.62
2676,2,10.28
2677,6,11.44
2678,1,51.14
2678,46,51.15
2679,8,4.40
2679,2,6.05
2680,6,64.86
2681,106,14.00
2681,134,17.42
2682,9,55.86
2683,1,9.26
2684,1,56.25
2684,5,59.00
2684,332,51.57
2684,16,50.55
2684,155,48.44
2685,2,10.38
2686,1,9.09
2686,12,10.36
2686,4,10.17
2687,2,9.35
2688,1,37.09
2688,7,23.80
2689,5,31.37
2689,44,27.52
2689,37,25.32
2690,33,2.39
2690,2,2.03
2690,5,2.60
2690,49,2.11
2690,20,2.46
2691,3,24.54
2691,5,17.95
2692,1,41.51
2693,1,8.85
2693,37,12.67
2694,1,8.05
2695,3,87.66
2696,9,99.20
2696,2,107.19
2697,4,2.21
2698,1,8.74
2699,1,10.05
2699,26,11.01
2700,84,27.40
2700,5,31.76
2701,78,12.18
2701,195,8.06
2701,22,8.28
2702,2,18.55
2702,94,17.38
2703,19,11.74
2703,20,9.68
2703,15,12.30
2704,44,10.71
2705,320,83.11
2706,466,20.15
2706,347,21.45
2707,1,28.08
2708,1,25.98
2708,34,18.65
2708,11,16.56
2709,1,93.02
2709,2,92.04
2709,28,94.83
2709,13,61.83
2710,24,22.40
2710,6,20.10
2711,1,35.15
2711,2,47.41
2711,14,45.90
2712,1,27.00
2712,2,29.90
2713,20,18.96
2714,1,6.95
2714,3,7.02
2714,101,8.12
2714,73,5.84
2714,23,7.97
2715,1,8.70
2715,4,13.75
2715,11,14.15
2715,13,12.77
2715,176,11.55
2716,147,5.91
2716,5,8.06
2717,8,20.25
2717,1,20.57
2718,12,99.17
2718,44,75.02
2719,5,18.45
2719,6,21.34
2720,1,15.40
2720,26,17.72
2720,11,17.07
2720,4,16.77
2721,3,3.86
2721,45,4.97
2722,19,4.58
2723,8,15.67
2723,51,21.50
2724,191,20.18
2725,3,10.35
2726,1,5.14
2727,1,11.73
2728,42,4.29
2728,19,3.97
2728,116,3.59
2729,47,1.77
2730,1,9.83
2730,3,8.36
2731,22,17.42
2732,1,21.11
2732,69,20.11
2733,2,18.06
2733,5,18.66
2734,2,37.32
2734,286,26.93
2735,32,24.22
2735,3,31.96
2736,1,19.09
2736,35,14.06
2736,4,19.94
2736,76,17.62
2736,61,20.56
2737,3,54.55
2738,3,8.15
2738,11,8.14
2738,4,7.79
2739,17,53.18
2739,241,53.05
2740,418,22.69
2740,427,22.66
2741,1,9.75
2741,8,12.38
2741,10,15.13
2741,17,15.13
2741,86,13.77
2742,79,4.18
2743,3,4.60
2744,112,39.64
2745,49,5.03
2745,5,4.55
2746,24,8.81
2746,1,9.87
2746,74,9.81
2747,2,15.70
2748,1,38.34
2748,9,28.69
2749,1,8.15
2749,11,8.85
2750,1,15.14
2750,12,20.20
2751,1,24.67
2752,18,49.27
2752,7,37.38
2753,105,11.65
2753,30,13.15
2753,1,13.37
2754,101,23.92
2754,86,20.17
2754,311,19.31
2754,219,17.20
2754,31,19.63
2755,100,6.52
2756,40,8.25
2757,1,9.28
2757,11,7.93
2758,1,14.44
2758,3,13.15
2759,2,41.19
2759,8,29.72
2759,45,39.49
2759,14,25.43
2759,28,42.04
2760,48,22.18
2760,2,27.80
2760,5,19.63
2761,1,10.82
2762,43,15.53
2763,1,25.76
2763,226,22.52
2764,12,22.86
2764,133,34.36
2764,7,27.08
2765,7,7.15
2765,23,6.42
2766,2,9.64
2766,5,9.66
2767,1,23.70
2767,2,23.38
2767,132,20.57
2768,1,36.29
2768,37,41.13
2769,34,13.04
2769,283,16.30
2770,12,23.41
2770,37,23.60
2771,1,90.27
2772,3,9.50
2773,4,11.44
2774,1,25.78
2775,2,24.76
2775,3,27.54
2775,4,29.03
2775,71,26.07
2775,7,27.09
2776,215,14.89
2777,1,16.07
2778,356,14.81
2778,5,14.02
2779,17,66.54
2779,38,59.94
2780,86,62.76
2781,1,21.34
2781,5,21.83
2781,6,21.48
2781,44,18.55
2781,15,19.89
2782,2,19.59
2783,170,11.85
2783,27,14.33
2784,4,19.80
2785,1,10.87
2785,12,10.29
2786,1,8.66
2786,2,8.96
2787,4,27.31
2788,3,28.20
2789,24,48.72
2789,1,30.55
2789,47,31.59
2790,1,9.71
2791,27,4.71
2792,265,20.17
2793,3,9.70
2794,8,13.42
2794,11,15.19
2795,6,28.16
2796,214,9.10
2796,15,7.56
2797,369,10.73
2797,3,17.45
2797,43,11.26
2797,1,14.69
2798,88,14.43
2798,1,13.90
2799,57,12.87
2799,14,11.80
2800,2,42.30
2801,10,62.38
2802,1,11.80
2802,28,13.87
2803,41,15.80
2803,1,16.65
2804,24,27.59
2805,1,33.04
2806,1,4.11
2807,472,5.46
2807,5,4.84
2808,16,14.91
2809,21,17.07
2810,4,9.78
2810,7,10.11
2811,1,42.12
2811,2,40.88
2811,108,46.56
2811,30,32.55
2812,1,10.34
2813,35,10.97
2813,61,6.73
2814,2,16.70
2815,76,27.35
2815,125,18.26
2816,1,3.90
2817,1,18.94
2817,4,13.17
2817,13,13.81
2818,4,5.88
2819,1,56.56
2819,6,68.23
2820,35,13.23
2820,12,12.71
2820,21,10.00
2821,394,47.15
2822,313,14.24
2822,46,18.35
2823,1,29.22
2824,469,10.66
2825,18,14.47
2826,3,106.55
2827,106,16.16
2828,1,26.12
2829,1,64.47
2829,115,63.16
2829,9,66.20
2830,56,3.74
2830,1,4.71
2830,2,4.33
2831,1,4.20
2831,2,3.84
2831,3,5.21
2831,18,5.72
2831,19,5.51
2832,116,20.42
2832,63,23.87
2833,2,6.13
2833,13,6.76
2834,72,20.54
2834,375,24.50
2835,1,32.48
2836,2,99.77
2836,124,90.44
2837,228,4.07
2837,4,6.36
2838,266,22.18
2838,36,22.44
2839,16,18.53
2839,1,15.09
2840,54,22.30
2841,2,11.63
2842,343,30.57
2843,2,12.97
2844,46,37.30
2845,113,18.20
2845,3,25.65
2845,4,19.16
2846,2,25.12
2846,4,39.62
2846,40,38.77
2846,180,37.00
2846,28,33.63
2847,2,35.34
2847,62,40.33
2848,1,17.05
2848,29,12.17
2848,30,13.22
2849,1,6.82
2849,175,7.99
2850,18,12.28
2850,7,15.15
2851,12,14.83
2852,6,11.08
2853,365,37.92
2854,56,22.51
2855,255,20.48
2856,53,6.34
2857,40,29.39
2858,1,2.47
2858,107,3.19
2859,1,20.16
2859,13,20.95
2859,341,27.46
2859,149,21.24
2860,1,9.75
2861,112,12.22
2862,24,48.55
2862,2,62.52
2862,12,61.62
2863,97,10.19
2863,3,15.54
2863,1,10.84
2864,126,20.57
2864,30,18.25
2865,1,48.58
2865,12,36.81
2866,8,14.68
2866,129,13.20
2867,2,29.64
2867,482,18.54
2867,8,29.16
2867,14,29.70
2867,20,22.02
2868,4,49.21
2869,1,6.41
2869,335,6.26
2870,8,23.13
2870,1,25.85
2871,1,18.77
2871,13,20.00
2871,159,20.33
2872,1,17.39
2873,8,27.90
2873,213,33.82
2874,3,27.03
2874,4,29.32
2874,9,30.36
2874,333,33.70
2874,14,29.84
2875,283,39.23
2875,2,52.69
2875,3,36.60
2875,7,53.34
2876,432,16.88
2876,32,18.27
2876,78,22.30
2877,1,13.41
2878,1,21.71
2878,3,17.20
2878,6,18.61
2878,12,22.86
2878,30,20.90
2879,1,6.74
2879,2,10.89
2879,37,7.43
2879,16,10.92
2879,18,8.15
2880,78,16.35
2881,45,13.05
2882,168,28.08
2883,125,37.18
2883,445,30.65
2884,51,30.46
2885,1,16.30
2885,99,10.99
2886,2,8.83
2887,3,14.45
2888,43,7.59
2889,2,14.61
2890,137,22.88
2890,173,21.43
2891,1,29.09
2891,2,26.17
2891,67,30.79
2891,7,24.03
2891,26,22.48
2892,1,27.52
2892,290,20.15
2892,167,20.62
2892,117,26.71
2892,122,22.44
2893,3,25.87
2894,11,57.27
2895,17,11.49
2895,66,12.74
2895,2,14.61
2896,48,71.07
2896,1,47.88
2897,16,20.18
2897,73,18.48
2897,1,14.70
2897,33,19.00
2898,1,5.17
2898,5,5.10
2899,8,8.04
2899,2,6.47
2900,11,10.01
2900,3,7.95
2901,492,28.80
2902,1,19.32
2902,117,19.60
2903,1,43.43
2904,32,7.08
2904,257,9.60
2904,1,6.59
2905,1,40.95
2905,3,42.65
2906,3,5.49
2907,192,13.81
2907,4,10.16
2907,5,9.53
2908,1,8.86
2908,7,10.42
2909,154,7.39
2909,85,7.02
2909,31,6.72
2910,2,12.28
2911,22,12.48
